timestamp,dataset,name,split,acc_mean,acc_std,n_way,n_shot,n_query,learning_rate,backbone_weight_decay,backbone_dropout
20231211-024908,swissprot,relationnet_5w_5s_fc-conc_sum_7lg_1lf_0.0001lr_0.0bbwd_0.0do,val,52.85555555555556,11.224306737094949,5,5,15,0.0001,0.0,0.0
20231211-024908,swissprot,relationnet_5w_5s_fc-conc_sum_7lg_1lf_0.0001lr_0.0bbwd_0.0do,test,48.28666666666667,8.289442638637368,5,5,15,0.0001,0.0,0.0
20231211-025208,swissprot,relationnet_5w_5s_fc-conc_sum_7lg_1lf_0.0001lr_0.0bbwd_0.1do,train,82.27555555555554,10.138065172018711,5,5,15,0.0001,0.0,0.1
20231211-025208,swissprot,relationnet_5w_5s_fc-conc_sum_7lg_1lf_0.0001lr_0.0bbwd_0.1do,val,58.808888888888895,11.803724877666978,5,5,15,0.0001,0.0,0.1
20231211-025208,swissprot,relationnet_5w_5s_fc-conc_sum_7lg_1lf_0.0001lr_0.0bbwd_0.1do,test,47.63111111111111,8.468866439225033,5,5,15,0.0001,0.0,0.1
20231211-025507,swissprot,relationnet_5w_5s_fc-conc_sum_7lg_1lf_0.0001lr_0.0bbwd_0.2do,train,81.65555555555555,9.931910164020456,5,5,15,0.0001,0.0,0.2
20231211-025507,swissprot,relationnet_5w_5s_fc-conc_sum_7lg_1lf_0.0001lr_0.0bbwd_0.2do,val,56.182222222222215,11.365026709109197,5,5,15,0.0001,0.0,0.2
20231211-025507,swissprot,relationnet_5w_5s_fc-conc_sum_7lg_1lf_0.0001lr_0.0bbwd_0.2do,test,48.797777777777775,8.396506916275467,5,5,15,0.0001,0.0,0.2
20231211-025807,swissprot,relationnet_5w_5s_fc-conc_sum_7lg_1lf_0.0001lr_0.001bbwd_0.0do,train,79.21777777777778,11.267454717125299,5,5,15,0.0001,0.001,0.0
20231211-025807,swissprot,relationnet_5w_5s_fc-conc_sum_7lg_1lf_0.0001lr_0.001bbwd_0.0do,val,51.04222222222222,11.30839063551627,5,5,15,0.0001,0.001,0.0
20231211-025807,swissprot,relationnet_5w_5s_fc-conc_sum_7lg_1lf_0.0001lr_0.001bbwd_0.0do,test,46.81333333333333,8.300422122242182,5,5,15,0.0001,0.001,0.0
20231211-030107,swissprot,relationnet_5w_5s_fc-conc_sum_7lg_1lf_0.0001lr_0.001bbwd_0.1do,train,80.87777777777778,10.375606482348067,5,5,15,0.0001,0.001,0.1
20231211-030107,swissprot,relationnet_5w_5s_fc-conc_sum_7lg_1lf_0.0001lr_0.001bbwd_0.1do,val,59.17333333333333,10.621761031364215,5,5,15,0.0001,0.001,0.1
20231211-030107,swissprot,relationnet_5w_5s_fc-conc_sum_7lg_1lf_0.0001lr_0.001bbwd_0.1do,test,47.46222222222222,7.678810350247083,5,5,15,0.0001,0.001,0.1
20231211-030408,swissprot,relationnet_5w_5s_fc-conc_sum_7lg_1lf_0.0001lr_0.001bbwd_0.2do,train,78.49777777777778,10.35036207394352,5,5,15,0.0001,0.001,0.2
20231211-030408,swissprot,relationnet_5w_5s_fc-conc_sum_7lg_1lf_0.0001lr_0.001bbwd_0.2do,val,55.2,10.551601598634035,5,5,15,0.0001,0.001,0.2
20231211-030408,swissprot,relationnet_5w_5s_fc-conc_sum_7lg_1lf_0.0001lr_0.001bbwd_0.2do,test,48.49111111111111,8.69015591784999,5,5,15,0.0001,0.001,0.2
20231211-030707,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_4lf_0.01lr_0.0bbwd_0.0do,train,86.50444444444445,8.239762372217859,5,5,15,0.01,0.0,0.0
20231211-030707,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_4lf_0.01lr_0.0bbwd_0.0do,val,55.65111111111112,10.91704997913418,5,5,15,0.01,0.0,0.0
20231211-030707,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_4lf_0.01lr_0.0bbwd_0.0do,test,49.62,8.28157526614888,5,5,15,0.01,0.0,0.0
20231211-031008,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_4lf_0.01lr_0.0bbwd_0.1do,train,89.11777777777779,8.44455877115591,5,5,15,0.01,0.0,0.1
20231211-031008,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_4lf_0.01lr_0.0bbwd_0.1do,val,56.54888888888888,10.723089429524508,5,5,15,0.01,0.0,0.1
20231211-031008,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_4lf_0.01lr_0.0bbwd_0.1do,test,46.87777777777777,8.502715615584599,5,5,15,0.01,0.0,0.1
20231211-031308,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_4lf_0.01lr_0.0bbwd_0.2do,train,79.06444444444445,10.347674397278782,5,5,15,0.01,0.0,0.2
20231211-031308,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_4lf_0.01lr_0.0bbwd_0.2do,val,54.87555555555556,10.36164913705855,5,5,15,0.01,0.0,0.2
20231211-031308,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_4lf_0.01lr_0.0bbwd_0.2do,test,41.031111111111116,8.098865642258676,5,5,15,0.01,0.0,0.2
20231211-031609,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_4lf_0.01lr_0.001bbwd_0.0do,train,64.77333333333333,11.681978523444656,5,5,15,0.01,0.001,0.0
20231211-031609,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_4lf_0.01lr_0.001bbwd_0.0do,val,56.406666666666666,10.75314734288421,5,5,15,0.01,0.001,0.0
20231211-031609,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_4lf_0.01lr_0.001bbwd_0.0do,test,45.39111111111111,8.302944294081303,5,5,15,0.01,0.001,0.0
20231211-031910,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_4lf_0.01lr_0.001bbwd_0.1do,train,62.26888888888888,12.094393967127859,5,5,15,0.01,0.001,0.1
20231211-031910,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_4lf_0.01lr_0.001bbwd_0.1do,val,54.18444444444444,10.36611550279486,5,5,15,0.01,0.001,0.1
20231211-031910,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_4lf_0.01lr_0.001bbwd_0.1do,test,42.02888888888889,7.6380564394903185,5,5,15,0.01,0.001,0.1
20231211-032209,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_4lf_0.01lr_0.001bbwd_0.2do,train,53.36666666666667,11.289145885088686,5,5,15,0.01,0.001,0.2
20231211-032209,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_4lf_0.01lr_0.001bbwd_0.2do,val,50.19555555555555,10.282396799901145,5,5,15,0.01,0.001,0.2
20231211-032209,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_4lf_0.01lr_0.001bbwd_0.2do,test,42.9,8.664038062910134,5,5,15,0.01,0.001,0.2
20231211-032510,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_4lf_0.001lr_0.0bbwd_0.0do,train,66.58444444444444,12.49909251026837,5,5,15,0.001,0.0,0.0
20231211-032510,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_4lf_0.001lr_0.0bbwd_0.0do,val,57.63111111111111,10.380904596754252,5,5,15,0.001,0.0,0.0
20231211-032510,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_4lf_0.001lr_0.0bbwd_0.0do,test,46.20222222222222,8.034407181953881,5,5,15,0.001,0.0,0.0
20231211-032810,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_4lf_0.001lr_0.0bbwd_0.1do,train,90.09777777777778,8.28935476796209,5,5,15,0.001,0.0,0.1
20231211-032810,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_4lf_0.001lr_0.0bbwd_0.1do,val,57.553333333333335,10.786914569325463,5,5,15,0.001,0.0,0.1
20231211-032810,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_4lf_0.001lr_0.0bbwd_0.1do,test,42.31777777777778,7.860622599662255,5,5,15,0.001,0.0,0.1
20231211-033110,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_4lf_0.001lr_0.0bbwd_0.2do,train,83.95333333333333,9.293289494556253,5,5,15,0.001,0.0,0.2
20231211-033110,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_4lf_0.001lr_0.0bbwd_0.2do,val,57.31333333333333,11.05285148393508,5,5,15,0.001,0.0,0.2
20231211-033110,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_4lf_0.001lr_0.0bbwd_0.2do,test,48.85111111111111,8.087762742120933,5,5,15,0.001,0.0,0.2
20231211-033411,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_4lf_0.001lr_0.001bbwd_0.0do,train,83.43777777777777,9.808585556403328,5,5,15,0.001,0.001,0.0
20231211-033411,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_4lf_0.001lr_0.001bbwd_0.0do,val,59.54888888888888,11.363139672197844,5,5,15,0.001,0.001,0.0
20231211-033411,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_4lf_0.001lr_0.001bbwd_0.0do,test,49.25111111111111,8.606753305929931,5,5,15,0.001,0.001,0.0
20231211-033712,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_4lf_0.001lr_0.001bbwd_0.1do,train,82.54888888888888,9.350510912297128,5,5,15,0.001,0.001,0.1
20231211-033712,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_4lf_0.001lr_0.001bbwd_0.1do,val,60.7,11.512263992031377,5,5,15,0.001,0.001,0.1
20231211-033712,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_4lf_0.001lr_0.001bbwd_0.1do,test,47.468888888888884,8.499202286460351,5,5,15,0.001,0.001,0.1
20231211-034013,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_4lf_0.001lr_0.001bbwd_0.2do,train,72.11555555555555,12.059788504175026,5,5,15,0.001,0.001,0.2
20231211-034013,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_4lf_0.001lr_0.001bbwd_0.2do,val,57.29777777777779,10.947358664463088,5,5,15,0.001,0.001,0.2
20231211-034013,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_4lf_0.001lr_0.001bbwd_0.2do,test,45.12444444444444,7.926939222177672,5,5,15,0.001,0.001,0.2
20231211-034313,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_4lf_0.0001lr_0.0bbwd_0.0do,train,88.54,8.45705228394228,5,5,15,0.0001,0.0,0.0
20231211-034313,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_4lf_0.0001lr_0.0bbwd_0.0do,val,56.86888888888889,10.536736206081235,5,5,15,0.0001,0.0,0.0
20231211-034313,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_4lf_0.0001lr_0.0bbwd_0.0do,test,46.382222222222225,7.602863658021834,5,5,15,0.0001,0.0,0.0
20231211-034614,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_4lf_0.0001lr_0.0bbwd_0.1do,train,87.58222222222221,8.8949579281304,5,5,15,0.0001,0.0,0.1
20231211-034614,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_4lf_0.0001lr_0.0bbwd_0.1do,val,56.54444444444444,10.652345710490364,5,5,15,0.0001,0.0,0.1
20231211-034614,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_4lf_0.0001lr_0.0bbwd_0.1do,test,52.61333333333334,8.310108079700065,5,5,15,0.0001,0.0,0.1
20231211-034914,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_4lf_0.0001lr_0.0bbwd_0.2do,train,77.29111111111112,12.130939731341185,5,5,15,0.0001,0.0,0.2
20231211-034914,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_4lf_0.0001lr_0.0bbwd_0.2do,val,47.37111111111111,11.065798939653636,5,5,15,0.0001,0.0,0.2
20231211-034914,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_4lf_0.0001lr_0.0bbwd_0.2do,test,38.68666666666667,7.201000959228851,5,5,15,0.0001,0.0,0.2
20231211-035215,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_4lf_0.0001lr_0.001bbwd_0.0do,train,86.98222222222222,8.900502413340304,5,5,15,0.0001,0.001,0.0
20231211-035215,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_4lf_0.0001lr_0.001bbwd_0.0do,val,56.19111111111112,11.6201196313512,5,5,15,0.0001,0.001,0.0
20231211-035215,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_4lf_0.0001lr_0.001bbwd_0.0do,test,50.12444444444444,7.9171213124811475,5,5,15,0.0001,0.001,0.0
20231211-035516,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_4lf_0.0001lr_0.001bbwd_0.1do,train,88.62444444444445,8.645683715796007,5,5,15,0.0001,0.001,0.1
20231211-035516,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_4lf_0.0001lr_0.001bbwd_0.1do,val,56.155555555555544,12.214603686156853,5,5,15,0.0001,0.001,0.1
20231211-035516,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_4lf_0.0001lr_0.001bbwd_0.1do,test,47.544444444444444,6.9459198432702784,5,5,15,0.0001,0.001,0.1
20231211-035816,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_4lf_0.0001lr_0.001bbwd_0.2do,train,82.71777777777778,9.866984729608179,5,5,15,0.0001,0.001,0.2
20231211-035816,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_4lf_0.0001lr_0.001bbwd_0.2do,val,54.89555555555556,10.040705056154739,5,5,15,0.0001,0.001,0.2
20231211-035816,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_4lf_0.0001lr_0.001bbwd_0.2do,test,42.97555555555555,8.247073255643521,5,5,15,0.0001,0.001,0.2
20231211-040115,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_2lf_0.01lr_0.0bbwd_0.0do,train,89.68222222222221,8.411970013390018,5,5,15,0.01,0.0,0.0
20231211-040115,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_2lf_0.01lr_0.0bbwd_0.0do,val,53.84444444444445,11.519495016366767,5,5,15,0.01,0.0,0.0
20231211-040115,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_2lf_0.01lr_0.0bbwd_0.0do,test,45.668888888888894,7.858187206527947,5,5,15,0.01,0.0,0.0
20231211-040414,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_2lf_0.01lr_0.0bbwd_0.1do,train,79.12,10.524136632135287,5,5,15,0.01,0.0,0.1
20231211-040414,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_2lf_0.01lr_0.0bbwd_0.1do,val,57.94222222222221,11.33397035246772,5,5,15,0.01,0.0,0.1
20231211-040414,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_2lf_0.01lr_0.0bbwd_0.1do,test,48.388888888888886,8.546510370096842,5,5,15,0.01,0.0,0.1
20231211-040713,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_2lf_0.01lr_0.0bbwd_0.2do,train,80.62888888888888,10.24001133294126,5,5,15,0.01,0.0,0.2
20231211-040713,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_2lf_0.01lr_0.0bbwd_0.2do,val,58.71777777777778,11.016501875833676,5,5,15,0.01,0.0,0.2
20231211-040713,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_2lf_0.01lr_0.0bbwd_0.2do,test,42.382222222222225,7.459260877560603,5,5,15,0.01,0.0,0.2
20231211-041010,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_2lf_0.01lr_0.001bbwd_0.0do,train,74.9,10.866547374941678,5,5,15,0.01,0.001,0.0
20231211-041010,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_2lf_0.01lr_0.001bbwd_0.0do,val,61.38888888888888,11.779449566884075,5,5,15,0.01,0.001,0.0
20231211-041010,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_2lf_0.01lr_0.001bbwd_0.0do,test,46.731111111111105,8.198210885821068,5,5,15,0.01,0.001,0.0
20231211-041310,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_2lf_0.01lr_0.001bbwd_0.1do,train,65.98444444444445,11.566736257662358,5,5,15,0.01,0.001,0.1
20231211-041310,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_2lf_0.01lr_0.001bbwd_0.1do,val,57.56666666666667,10.54691459183241,5,5,15,0.01,0.001,0.1
20231211-041310,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_2lf_0.01lr_0.001bbwd_0.1do,test,44.8,7.526348777855431,5,5,15,0.01,0.001,0.1
20231211-041611,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_2lf_0.01lr_0.001bbwd_0.2do,train,65.59555555555555,11.291792277557454,5,5,15,0.01,0.001,0.2
20231211-041611,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_2lf_0.01lr_0.001bbwd_0.2do,val,58.04222222222223,10.605574821005725,5,5,15,0.01,0.001,0.2
20231211-041611,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_2lf_0.01lr_0.001bbwd_0.2do,test,45.233333333333334,8.463538354700207,5,5,15,0.01,0.001,0.2
20231211-041909,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_2lf_0.001lr_0.0bbwd_0.0do,train,93.08,6.668964048597165,5,5,15,0.001,0.0,0.0
20231211-041909,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_2lf_0.001lr_0.0bbwd_0.0do,val,58.94444444444445,11.63149725508551,5,5,15,0.001,0.0,0.0
20231211-041909,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_2lf_0.001lr_0.0bbwd_0.0do,test,46.144444444444446,7.418686782729603,5,5,15,0.001,0.0,0.0
20231211-042207,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_2lf_0.001lr_0.0bbwd_0.1do,train,88.47111111111111,8.951406814049808,5,5,15,0.001,0.0,0.1
20231211-042207,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_2lf_0.001lr_0.0bbwd_0.1do,val,60.655555555555544,10.893689417998038,5,5,15,0.001,0.0,0.1
20231211-042207,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_2lf_0.001lr_0.0bbwd_0.1do,test,51.19111111111111,8.217266975291107,5,5,15,0.001,0.0,0.1
20231211-042506,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_2lf_0.001lr_0.0bbwd_0.2do,train,87.03555555555556,8.785859570643145,5,5,15,0.001,0.0,0.2
20231211-042506,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_2lf_0.001lr_0.0bbwd_0.2do,val,59.76222222222221,10.944969192157828,5,5,15,0.001,0.0,0.2
20231211-042506,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_2lf_0.001lr_0.0bbwd_0.2do,test,46.70666666666666,7.632185260582441,5,5,15,0.001,0.0,0.2
20231211-042804,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_2lf_0.001lr_0.001bbwd_0.0do,train,87.97555555555554,8.501467992334698,5,5,15,0.001,0.001,0.0
20231211-042804,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_2lf_0.001lr_0.001bbwd_0.0do,val,60.38888888888889,11.618370936145762,5,5,15,0.001,0.001,0.0
20231211-042804,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_2lf_0.001lr_0.001bbwd_0.0do,test,49.26222222222223,7.633899704041049,5,5,15,0.001,0.001,0.0
20231211-043104,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_2lf_0.001lr_0.001bbwd_0.1do,train,84.96,9.180488165830997,5,5,15,0.001,0.001,0.1
20231211-043104,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_2lf_0.001lr_0.001bbwd_0.1do,val,58.95777777777777,11.719739389509678,5,5,15,0.001,0.001,0.1
20231211-043104,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_2lf_0.001lr_0.001bbwd_0.1do,test,46.76,8.413932008986754,5,5,15,0.001,0.001,0.1
20231211-043401,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_2lf_0.001lr_0.001bbwd_0.2do,train,84.1,9.8840125305315,5,5,15,0.001,0.001,0.2
20231211-043401,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_2lf_0.001lr_0.001bbwd_0.2do,val,59.94888888888888,11.69895447475838,5,5,15,0.001,0.001,0.2
20231211-043401,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_2lf_0.001lr_0.001bbwd_0.2do,test,47.513333333333335,7.241253216684813,5,5,15,0.001,0.001,0.2
20231211-043700,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_2lf_0.0001lr_0.0bbwd_0.0do,train,87.94666666666667,8.857228058986001,5,5,15,0.0001,0.0,0.0
20231211-043700,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_2lf_0.0001lr_0.0bbwd_0.0do,val,53.17777777777778,11.218481224642412,5,5,15,0.0001,0.0,0.0
20231211-043700,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_2lf_0.0001lr_0.0bbwd_0.0do,test,45.48222222222223,7.332427890230636,5,5,15,0.0001,0.0,0.0
20231211-043959,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_2lf_0.0001lr_0.0bbwd_0.1do,train,90.02444444444444,8.10519693060882,5,5,15,0.0001,0.0,0.1
20231211-043959,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_2lf_0.0001lr_0.0bbwd_0.1do,val,55.74666666666667,10.744485579606422,5,5,15,0.0001,0.0,0.1
20231211-043959,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_2lf_0.0001lr_0.0bbwd_0.1do,test,45.01777777777778,8.429295183106985,5,5,15,0.0001,0.0,0.1
20231211-044258,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_2lf_0.0001lr_0.0bbwd_0.2do,train,83.6088888888889,9.8327304272171,5,5,15,0.0001,0.0,0.2
20231211-044258,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_2lf_0.0001lr_0.0bbwd_0.2do,val,52.37555555555555,10.22870301808097,5,5,15,0.0001,0.0,0.2
20231211-044258,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_2lf_0.0001lr_0.0bbwd_0.2do,test,46.022222222222226,8.294903983697788,5,5,15,0.0001,0.0,0.2
20231211-044556,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_2lf_0.0001lr_0.001bbwd_0.0do,train,91.13333333333334,7.530776360548267,5,5,15,0.0001,0.001,0.0
20231211-044556,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_2lf_0.0001lr_0.001bbwd_0.0do,val,54.48888888888889,11.09652375774381,5,5,15,0.0001,0.001,0.0
20231211-044556,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_2lf_0.0001lr_0.001bbwd_0.0do,test,41.17777777777778,7.291158183328694,5,5,15,0.0001,0.001,0.0
20231211-044855,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_2lf_0.0001lr_0.001bbwd_0.1do,train,84.52444444444446,9.494664908694519,5,5,15,0.0001,0.001,0.1
20231211-044855,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_2lf_0.0001lr_0.001bbwd_0.1do,val,55.51111111111112,11.631035536628756,5,5,15,0.0001,0.001,0.1
20231211-044855,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_2lf_0.0001lr_0.001bbwd_0.1do,test,45.595555555555556,7.8649326400229755,5,5,15,0.0001,0.001,0.1
20231211-045154,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_2lf_0.0001lr_0.001bbwd_0.2do,train,83.10888888888888,9.942799119010083,5,5,15,0.0001,0.001,0.2
20231211-045154,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_2lf_0.0001lr_0.001bbwd_0.2do,val,55.03555555555556,10.674729360203013,5,5,15,0.0001,0.001,0.2
20231211-045154,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_2lf_0.0001lr_0.001bbwd_0.2do,test,49.66888888888889,7.725858136842618,5,5,15,0.0001,0.001,0.2
20231211-045453,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_1lf_0.01lr_0.0bbwd_0.0do,train,89.22222222222223,7.925174765374479,5,5,15,0.01,0.0,0.0
20231211-045453,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_1lf_0.01lr_0.0bbwd_0.0do,val,61.413333333333334,11.03796009065819,5,5,15,0.01,0.0,0.0
20231211-045453,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_1lf_0.01lr_0.0bbwd_0.0do,test,51.93111111111111,7.339673690058926,5,5,15,0.01,0.0,0.0
20231211-045753,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_1lf_0.01lr_0.0bbwd_0.1do,train,76.81777777777779,10.373512328266225,5,5,15,0.01,0.0,0.1
20231211-045753,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_1lf_0.01lr_0.0bbwd_0.1do,val,57.848888888888894,10.505207644512362,5,5,15,0.01,0.0,0.1
20231211-045753,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_1lf_0.01lr_0.0bbwd_0.1do,test,52.24222222222222,8.345714949882446,5,5,15,0.01,0.0,0.1
20231211-050052,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_1lf_0.01lr_0.0bbwd_0.2do,train,86.48444444444443,9.388849704060243,5,5,15,0.01,0.0,0.2
20231211-050052,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_1lf_0.01lr_0.0bbwd_0.2do,val,59.86,11.57882934017463,5,5,15,0.01,0.0,0.2
20231211-050052,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_1lf_0.01lr_0.0bbwd_0.2do,test,52.06666666666667,8.052512835318113,5,5,15,0.01,0.0,0.2
20231211-050350,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_1lf_0.01lr_0.001bbwd_0.0do,train,75.05333333333333,10.342510620053813,5,5,15,0.01,0.001,0.0
20231211-050350,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_1lf_0.01lr_0.001bbwd_0.0do,val,61.36444444444445,10.324465490005814,5,5,15,0.01,0.001,0.0
20231211-050350,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_1lf_0.01lr_0.001bbwd_0.0do,test,48.60666666666667,7.468806241071371,5,5,15,0.01,0.001,0.0
20231211-050649,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_1lf_0.01lr_0.001bbwd_0.1do,train,71.60888888888888,11.284124979067267,5,5,15,0.01,0.001,0.1
20231211-050649,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_1lf_0.01lr_0.001bbwd_0.1do,val,62.12222222222221,9.831010397314142,5,5,15,0.01,0.001,0.1
20231211-050649,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_1lf_0.01lr_0.001bbwd_0.1do,test,53.98888888888889,8.480034649358513,5,5,15,0.01,0.001,0.1
20231211-050948,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_1lf_0.01lr_0.001bbwd_0.2do,train,71.19111111111111,10.923732008231175,5,5,15,0.01,0.001,0.2
20231211-050948,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_1lf_0.01lr_0.001bbwd_0.2do,val,63.19333333333334,10.881909554648741,5,5,15,0.01,0.001,0.2
20231211-050948,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_1lf_0.01lr_0.001bbwd_0.2do,test,49.34444444444444,7.80027698147023,5,5,15,0.01,0.001,0.2
20231211-051246,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_1lf_0.001lr_0.0bbwd_0.0do,train,89.62222222222222,8.243306300595176,5,5,15,0.001,0.0,0.0
20231211-051246,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_1lf_0.001lr_0.0bbwd_0.0do,val,59.72,10.461292321555545,5,5,15,0.001,0.0,0.0
20231211-051246,swissprot,relationnet_5w_5s_fc-conc_sum_4lg_1lf_0.001lr_0.0bbwd_0.0do,test,51.26222222222222,7.76512494632886,5,5,15,0.001,0.0,0.0
